"optimal" "dWSurv_opt" "fixed00" "fixed01" "fixed10" "fixed11"
"1" 6.65673396879755 6.40417199168775 6.42715129355997 6.76903933785123 6.79153992910469 6.82711916715901
"2" 7.14797934112173 6.91226746787982 7.04826244682014 6.48959513748543 7.58556997093693 7.07624191265208
"3" 7.10750102157943 7.08772134572936 7.15033919001859 7.26269015177125 7.40651173618821 7.05301815899936
"4" 7.67890755957788 6.98479700010855 7.22167505768587 7.72563392484257 8.05638281324497 7.97171015484209
"5" 7.46445573832179 7.08768538711274 7.12291530255043 7.92261298159493 8.2374720294816 7.54972124915063
"6" 6.50415964793538 6.30349038652636 5.86464589698343 6.151396380578 6.81081306389938 6.36897555599271
"7" 7.01246975360836 7.40248885082708 7.00903622559296 7.45545411081263 7.34991729920819 7.19368942072742
"8" 6.82341026451768 6.88257931733741 6.53604314814936 7.00539336569345 6.79260236452304 7.13720524107852
"9" 7.1460070616456 7.03892334401006 7.55257560723493 6.67592473841822 7.1980805738616 6.66973547544754
"10" 6.41156212383232 6.60140078292739 6.64261094585111 7.11359051271285 6.6532324061106 6.81535280331195
"11" 6.75451055451183 7.39811671146085 6.42058154024293 7.13494884148938 7.05111809822541 6.65998902564325
"12" 6.66804885267753 6.81281719827913 7.0618456477006 6.98631172819992 7.14657057965895 6.62785704158424
"13" 6.97514069318503 7.15023133058554 6.9105161191311 6.85522051828779 7.09383642552373 6.38033051930113
"14" 7.17759808576639 6.9338230138263 6.71497452672341 6.93862290828776 6.66831896617049 7.27907001281298
"15" 7.28978756719036 7.42340316805055 7.00874108727597 7.1827168453197 6.55648024981363 7.34238775782353
"16" 6.95557914377904 6.7451856678893 6.4318653141717 6.83985822000917 6.80941029209245 6.87292554424259
"17" 7.57119823019769 7.33062252583543 6.91518072222105 7.14403509860387 7.35616057466348 7.56438790284518
"18" 7.54417027060819 7.23614759246518 7.26082732950612 7.09476787130455 7.81698564618019 7.39103618518615
