"optimal" "dWSurv_opt" "fixed00" "fixed01" "fixed10" "fixed11"
"1" 7.20505979700874 6.88859835891777 7.5294568108232 7.01931948888792 7.8914584907298 7.09943842341575
"2" 6.7056304981031 6.95171643167232 6.33765197405709 6.10921815280481 6.87134749788396 6.11809661719049
"3" 7.21629009492323 6.83499427592841 6.15905195488782 6.98858998905705 6.59483508242402 6.88831498737363
"4" 6.89487123627507 7.64410398449138 6.8308080389882 7.10565542809397 7.23776879625962 7.52295050624557
"5" 6.65234032522221 6.68626421195644 6.56254190042055 7.28733250934805 6.75540989253923 6.90224144774652
"6" 7.673708179125 7.18342662721096 7.22479657428438 7.08550012299048 7.23696096374631 7.49670846014423
"7" 6.17225460587999 6.52672808628497 7.29067429306926 6.40425668737336 7.12006559728627 7.20714202203646
"8" 7.09570117898761 7.63073417629669 7.24422906730387 7.29904279641621 7.40052232953148 7.09053566882779
"9" 7.46309858909594 6.92366119511087 7.2161070524126 6.91198912628036 6.93286994298801 7.54241524569203
"10" 7.59322430469977 6.88930887674862 7.48706978162159 7.34992788741111 6.36156559601712 7.64932162971563
"11" 7.63953213021732 7.56625409547067 7.51693228951909 7.39190986408034 6.68412567610775 7.42778731564088
"12" 6.70685539373428 6.72522019957555 6.65199600598145 7.01745494381438 6.47466298294361 6.59553625272649
"13" 7.1884906469887 6.8940905968142 6.43761215466239 6.5330167802717 7.07007969628844 6.74965586712016
"14" 7.23924500852345 7.88569746211397 6.67264391489485 6.97089468952768 7.19966182360194 6.73539848970348
"15" 6.83362888190317 6.86822057384977 6.69969162207113 6.78882740144287 7.28226709035502 6.93588341140453
"16" 6.83056024317613 7.42104634221403 7.1670672466679 6.67709672145637 7.20471073618275 7.27908927934119
"17" 6.88610964026514 6.71648456401 7.47401779144063 7.20914621142359 7.31409972014171 7.83701914103998
"18" 7.06004962704125 6.96784200483791 7.15860650411106 6.95737707852619 7.28263727323313 7.35155125198957
"19" 6.73173537281296 6.8565070034487 6.49479831269408 5.88846032205371 6.59499456634252 6.47855299893454
"20" 6.29790130187585 6.52744483486084 6.3369618550063 5.59907643841767 6.17765121050809 6.9116288531004
"21" 7.43891893867476 7.49272963832793 6.62970308165275 7.00146663321633 7.20774067936909 6.90951391702749
"22" 6.41445831337252 6.91904424212371 6.5043284906343 6.29153807720208 6.58523752182539 6.76423538271869
"23" 6.78864842960721 7.82213358516474 6.91668496874872 7.2061345869218 7.26462041617698 7.4883896216826
"24" 6.65508744234958 6.62502701354906 6.28367722322595 6.04464371857753 6.44982271852336 6.60392015289215
"25" 6.73334484825783 6.87729164943987 7.11776177636028 6.67176272745089 7.31103364858484 6.42743429425356
"26" 7.23857758331271 6.72727192411939 6.50733950331496 6.95074453533666 7.50552687015682 7.1889567254206
"27" 7.11946799562545 7.75365104205141 6.56307485438225 6.65534275584579 7.03898466677649 7.31434645362073
"28" 7.26020600015345 7.27488754467039 6.80328903440805 7.45135924654825 7.64083063662569 6.95392640088267
"29" 7.07442155539154 7.67491622448119 7.2328252710575 7.42691277201064 7.58416725372637 7.04384236314174
"30" 6.89514357026922 6.8095547744282 6.73812855035742 7.33484797119882 6.51320233270999 7.07551556471895
"31" 6.95881367064625 6.28149241523059 6.41979936829988 5.95679772907399 6.42820728904035 6.52701266451862
"32" 6.8064987909383 7.45049612215898 6.99980671619655 7.0142928015377 7.51104059543609 7.43061223821014
"33" 6.52952580887551 7.51477010465081 7.04381671076895 6.24398143013363 6.33172961048265 7.04815631282058
"34" 6.97927461965186 6.90484433908317 6.84706445561802 6.7727066192861 7.60714410149763 6.65029018414618
"35" 7.50965949685345 6.86581568271363 7.05797695918136 6.79713555059407 6.72812485094603 6.35259461118573
"36" 7.64879765330013 7.67434070474913 7.12694711457497 6.67050385604157 7.50513073049551 6.9195300212388
"37" 7.70548465053037 7.33670345590048 7.33814217614825 7.3075278246271 6.82098721997449 6.7448118418325
"38" 6.45428472609788 7.08275619061925 6.77924536406921 6.78600295820328 7.1243619248061 7.16695514182048
"39" 7.0030951644659 7.29315605522214 6.28219978389724 7.10506250633517 7.10905307889494 7.03809067341537
"40" 7.2095294630656 7.30670917398264 7.29306745224708 6.54035377397881 7.09987083227431 6.83498058980719
"41" 6.79247467363419 6.72378712476126 7.03515414995448 6.23012551966513 6.56081534377658 6.54927733581964
"42" 7.00181896121032 6.98987470663367 7.29581652500042 7.06193166245817 6.51735770924635 7.99288847001957
"43" 7.07442917024661 7.76899505908869 7.0450584976857 7.17275943064998 7.21878616299753 7.25328154368412
"44" 6.97798686002394 7.36886478554678 7.15942399490818 6.79765547626234 7.01555071714604 7.56443065401492
"45" 6.456513304576 7.62114927107364 6.39424294839774 6.42171808533008 7.1362640639663 6.53288336528361
"46" 7.30862669681824 6.80359089194444 5.87697163280875 6.80228114761865 7.15116098682004 6.68906100279535
"47" 6.82791173894832 7.29189762043998 7.38197246639319 7.01810765743576 7.5177074437974 7.12110119616764
"48" 7.48579606363167 7.33027758340904 7.07120382531014 7.08612748495989 7.4513975205446 7.48404114127502
"49" 7.15126070548539 7.31508218485239 6.70432672033641 7.35827810200723 6.94403426920832 7.45620226247148
"50" 7.03546522091617 6.88551271368003 6.81809253850321 6.82492737695889 6.77801195019611 6.79512876471391
"51" 7.432506864626 7.21528431616745 7.36520090526779 7.10896446548897 7.38822252623493 7.02878785851871
"52" 7.24483197572181 7.41674131418559 7.61595196125391 7.23382231304772 7.55743670935064 7.29097481585553
"53" 7.304862955002 7.35260361726781 7.5985794430342 6.94085531507383 7.66410105116191 7.37032821056247
"54" 6.80402672691487 7.31805729298316 6.75969892487523 6.5773850941196 6.59733550186038 6.52712248375157
"55" 7.69956153298371 7.16306165569906 7.52996713624858 7.60281954606922 7.73828568998781 7.53191809384082
"56" 7.0621067931131 7.38100345020043 7.42524225412155 7.34029366771415 7.28937575754427 7.35984934039947
"57" 6.99632922948238 6.97748823145901 6.77401186429355 6.60688865573549 6.65829070588896 6.62538435462076
"58" 6.52574523269118 6.65745496701388 6.40388577569072 7.07047423646843 6.97138915894387 6.32622429440708
"59" 7.37208258824072 7.24304417866646 7.49339287410726 7.22773735667023 7.41069198367945 7.02461339321957
"60" 6.84145977028353 6.9073732485082 7.26520069731399 6.99987013317578 7.39141824901196 7.75455039020844
"61" 7.26965732996762 7.6556016076811 6.71451493687023 7.00248587328142 7.15154477149417 7.13705527352735
"62" 7.10459318558807 7.37388989190843 7.06776441131836 6.91567803134125 7.21379572889538 7.16991085377113
"63" 6.6130286306127 6.61403656906575 6.43314162205834 6.51644961884349 6.62701793601123 6.66210533005584
"64" 6.4145265765211 7.16693614758509 7.60535714299295 7.31088357092605 7.07816038819031 6.98266325687062
"65" 6.54613071567745 6.87447735024085 6.18160627464279 6.84128606071615 6.53473744799373 6.84552945370679
"66" 7.31141858354457 7.2941856897842 6.77216801920998 6.83409002044195 7.12201106579224 6.53867839003626
"67" 6.84502705616726 6.68394821998134 6.48762051938932 7.2204862871703 6.93470201011065 6.78867353832459
"68" 6.93862992766458 7.30293463370729 6.95338231638223 6.70907264306655 6.83738009353288 6.4615672530962
"69" 6.28606084544628 6.31188633393625 6.87521436486444 6.80792822231886 6.30507757023234 6.20866442242259
"70" 6.93551218867422 7.2487694113133 6.80108699169928 7.1157366797781 6.97193278800777 7.43652533282587
"71" 7.23642625089065 6.87060594139791 6.94940225884192 6.88034051542383 7.1518637783081 7.44353825555216
"72" 6.59928022196906 7.31668772152864 6.69123183669385 7.28960366355996 6.38274602408628 6.73345994044489
"73" 7.19523388321195 6.3814141488794 7.0375685346254 6.92588178164697 7.47387581800958 7.26009751174685
"74" 7.50752542653978 7.19603305903434 7.24986493980947 7.29384629653186 6.95723901313084 6.93360665475485
"75" 7.09464691779381 7.21995645123958 6.76142454062577 7.18608718227202 7.25163942239034 6.98879125134995
"76" 7.38782774217903 7.23128275716246 7.3436671738317 7.36637733901029 7.39786706193096 8.04931371270638
"77" 6.75128173803542 7.38288142997894 6.74371353336461 6.46789447225829 6.87302351722095 6.5496283477967
"78" 7.13526577138278 7.20931568831079 7.37803903025999 7.94447811557813 7.48407368629511 7.43268268641928
"79" 6.63351005642042 6.95292509332493 6.78070455725016 6.84946942811878 7.09231492359519 6.83349478143086
"80" 7.02354064551653 6.81909115067503 7.16241738144001 7.01454318383662 7.26483219003242 7.59586180669366
"81" 6.57989096945381 6.30692256126618 6.74922128835658 6.7612839854376 6.34940528901476 6.49591105335249
"82" 6.96296157634839 7.05197656970862 6.77994751478941 6.80780508592986 7.08275502631674 7.31588580876795
"83" 7.08979833184979 7.19061430556141 6.9792590352851 6.54802462127107 7.01931072284438 6.96239173253195
"84" 7.38395018833493 7.50850936386748 6.7776405972862 6.83136832147397 7.15494995513993 7.05431553476428
"85" 6.64470535110051 7.05750523325126 6.79066833719551 6.81121113387334 6.7613595967689 7.10771327880332
"86" 6.93443218798023 7.03515784473899 7.43822582284825 7.23263967223432 7.33322743887745 6.90312748944777
"87" 6.38633073836614 7.21798253821709 6.62526601118914 6.59539406102702 6.25766049244857 6.70192023083096
"88" 7.21894871873022 7.19168824635844 7.27498808040176 6.65337905693504 7.12024103861461 7.08730288959493
"89" 6.70933984460972 6.64071648514811 7.05528852025709 6.32601676443795 6.77044675879005 7.1472350481666
"90" 6.68269765802138 6.39905033049893 6.7927995206411 6.62919176321585 7.24515712435327 6.82421332554876
"91" 7.58230529381668 7.06495601540739 7.22876883264727 6.81916683350909 7.29971340203108 7.31253100743922
"92" 7.17236540972496 6.85329388774607 6.63739831820631 6.97402232094668 7.31592735052963 6.59111766714774
"93" 8.01750820317848 7.09965866134069 7.19662985614661 7.04736793416489 7.13818035123594 6.87031008898526
"94" 6.49216297229098 6.62211697234056 6.70489243052373 6.70632299690269 6.67393246610774 6.58732093145387
"95" 7.25559692529883 6.90416411098891 6.79648437533472 7.09440990686577 7.16055479208568 7.25740965610305
"96" 7.55626793371417 7.56395028808453 6.94808684072006 7.43748860738561 7.45154540446057 7.13736478393394
"97" 6.74303344230272 6.78399962315817 6.25871025977833 6.99856147149012 6.38761417061492 6.41464169682631
"98" 6.97976428591462 7.4370701997604 6.82385353484467 7.15263382922623 7.18751931144704 7.14921311194628
"99" 7.1925946248216 6.78336996983639 6.921554398353 7.29979091505109 7.03974719490543 7.0468793810535
"100" 6.99515064702989 6.92776962905151 7.02108807466366 7.2659329336991 7.37631051112207 8.30225752930964
"101" 7.66964389982898 7.35224237151928 6.88388984364896 7.57817032173511 7.21199878265311 7.68627099284664
"102" 6.40964588343643 7.68433617574453 6.72380185217222 7.47678193795842 7.47706947020091 6.94414874848936
"103" 6.58473753258201 6.542445763796 6.5774448088115 6.36121022770111 6.87206039240578 6.39250044115154
"104" 7.15305208071261 7.59932541491147 6.94981697036931 7.07531231260075 6.87146640303013 7.08214771021734
"105" 7.58327338589819 7.22147577741137 6.70890372416347 6.88996384633992 7.13742046763382 7.09360862740074
"106" 7.64166837778768 7.13422591350652 7.20269383866196 7.07051761273495 7.6398513429258 7.66452045097556
"107" 7.39511468095045 7.48850764410855 7.2975543237353 7.16186266115826 7.76865878644525 7.34459865313362
"108" 7.2363494559867 6.90088972531666 7.41607605300978 7.43035711581591 7.04597927371455 7.62440065210788
"109" 7.48386556970938 7.05660664526981 6.97110712779688 6.58700049904707 6.91243988857446 7.43801361596104
"110" 6.65978035215251 6.70918926117457 6.23796601192051 6.91675260965606 6.74892807664069 7.41766678215599
"111" 7.10729201600334 7.11381133975722 6.49729892665511 7.16131407973615 7.16222687931116 6.76239178548636
"112" 7.29265096892475 7.49906237864916 6.70993228715739 6.82720117387567 7.33182342801059 6.7589974347625
"113" 6.35124143229948 6.61090695467731 6.12787205368781 6.44684269191244 6.34850890226402 6.45975638435765
"114" 6.37995926338056 6.93069783143649 6.83393186186729 6.58592300349379 7.3860820967986 7.68287916124315
"115" 6.92235117972903 6.9952317505273 6.96009583019502 6.61217475462091 7.00410114606331 6.7985499812302
"116" 7.86374823532382 7.01402579586244 6.54721485415861 7.12615528355763 7.11529938174486 7.82285065376831
"117" 6.76293133748251 6.72927750610566 6.58700996489072 6.83640953635629 7.01264479960615 7.36885662209603
"118" 7.08206163012675 6.91607002656366 7.1208927325095 7.57017069835029 7.70784916282122 7.26617729600524
"119" 7.42137787724063 7.33176193845066 6.89226093616247 7.43755932245845 7.64732755380041 7.33563130211767
"120" 7.46555967571967 6.7288247870144 7.10306132197738 7.00678352552239 7.6390544959148 7.55850323409961
"121" 6.13997583818181 5.97087642008753 6.32838447977426 5.98388637176984 6.06228014225386 6.53487452174631
"122" 7.37674095135745 7.63132112993301 6.831173032747 6.4736325750953 7.36200159669183 7.23621025805156
"123" 7.49321051455299 7.23148167254094 7.16230852303589 7.20404718683552 7.12184558463908 6.49652154435578
"124" 7.27798159123152 7.46623803447119 6.89839743937525 7.21296442101227 7.67334565685054 7.01203425296152
"125" 6.57013299021349 7.01513294481977 6.27674762091962 6.27634336182589 6.73470303765111 6.01058492249229
"126" 6.65250970451292 6.31286408328892 6.44096337039099 6.99300056258309 6.624440290619 6.95856708482223
"127" 6.72452447774307 7.04777722709324 6.22919916919996 6.46993067000391 6.50889827343794 6.88646546706384
"128" 6.58815596099407 6.80124640609009 6.28228784081409 6.61254230124095 6.22583178216716 6.63653641964703
"129" 6.81101609573598 6.88480739406453 6.91471772685885 6.83165831306771 6.97556261922365 6.85426402668807
"130" 7.09783921804969 6.41699955901376 6.90848825940392 6.76002019746418 7.15345701597657 6.45056310649988
"131" 7.91624216422864 7.30943478174645 7.18452709991368 7.06084474395298 7.32014558510858 7.23264558139975
"132" 6.5560037719874 7.26560039542799 6.70359121747719 6.23291549519884 7.40013933055294 7.53826324749027
"133" 6.62858699886871 6.38660605616901 6.90617754376221 6.3941690240106 6.9217272462404 6.52322998352238
"134" 6.98497266169093 6.85887432824273 7.04368999266849 6.99516117443689 7.21705861997677 6.27309254248337
"135" 7.25248343577842 6.95434721320379 7.01343278353267 7.19511095298437 7.2664669074586 7.39206894245664
"136" 6.86027120353445 7.2404601456228 6.48697570438435 7.16692302355522 7.12979134694359 6.75059509963897
"137" 7.31184551317816 7.25673374497302 6.69456993243436 6.80994718238054 7.2710829059729 7.29501368438929
"138" 7.26538380662295 6.64392477206858 7.12397783215455 6.58558596678646 7.0713250334518 6.86780086299324
"139" 7.35349226271876 7.40874301789754 7.53155195423055 7.12878345812887 7.48427266074269 7.45136045268936
"140" 6.32198316006484 5.89640304001569 6.76506962923222 6.18378319043726 6.31323492200014 6.28562225650986
"141" 7.06476295414797 6.99001295093985 7.11990750655129 6.50575432929351 7.42149815159252 7.50419602156866
"142" 6.6001067248617 6.84726623981004 6.64805558094833 6.81197027095779 6.89652995716844 6.8129053337106
"143" 7.54338731154156 7.77015423207773 7.1644224984523 7.25434883226019 7.60800050089131 7.09908492359236
"144" 7.27860095576751 6.61997393726153 6.56263598603387 6.47618289207559 7.18506830068225 6.49004136454513
"145" 6.81500931474178 7.42780636783284 7.29362561803592 7.23422055781301 6.80171647519262 6.836990388318
"146" 7.4190559147342 7.3681960034574 6.59957631447533 6.78833681295715 6.890627523923 7.06384037574867
"147" 6.68751664262102 6.93773906307905 6.60932559554426 6.80853889247339 7.09109470888134 7.36572871611144
"148" 6.86101601245031 6.34436260588206 6.34336086243853 7.07336870995197 6.88089389260698 6.93316226357118
"149" 7.40970009221692 7.30037529710055 7.07917166366536 7.14897148439768 7.57517775700788 7.2841262793589
"150" 7.56592670994922 7.00878967283305 7.20391590991015 6.64286668277281 7.62535214476093 7.13395960188357
"151" 7.14726017824759 6.39600522493702 6.87930241698142 7.00617016291807 7.13320235607993 7.49242021984783
"152" 6.79092883574287 7.06313791200301 6.93201954948781 6.97064341765577 6.81112113480036 7.08655949769086
"153" 7.30849794768727 7.46557489130325 7.22265311429011 7.0775681792884 7.43591556415098 6.8657829045315
"154" 6.85870085149636 6.09369005883329 6.5762575216941 6.7670366040851 7.03500402270215 7.19856767003405
"155" 6.48426553377089 7.05164560768327 6.6593642090954 6.85539326262575 6.36591327554494 6.26280855301876
"156" 6.6707743179998 6.73721014694761 6.811678530459 6.41470962028308 7.36667819059984 7.69897202091403
"157" 6.39271739972915 6.88375331610878 6.05874781707021 6.77405200569227 6.76859647171829 6.66540257826404
"158" 6.38200842207265 6.78574603245511 7.11767913648411 6.73825449006766 6.76646158506965 6.42033138103797
"159" 6.92831206668184 7.02734319395661 7.29017171801588 6.92789676209088 7.1598627710159 6.69108849962188
"160" 6.75020826880793 6.48577449171575 6.44549104204039 6.38112223748016 6.73978469868844 6.79143553488961
"161" 6.68344593479441 6.14179465281773 6.90312222801173 6.67285175346518 6.19821859794233 6.61701952715098
"162" 7.00617652759615 7.304910819629 6.36607195401416 7.25843070528353 6.86627680792725 7.27005609514843
"163" 7.12306267600237 6.96345691804687 6.72975124874088 6.92492544369144 6.97064269455959 6.70177650790735
"164" 6.78625041547649 6.60268475543738 6.5726938206091 6.77124539730603 6.28727860980511 6.30267098271491
"165" 7.00445984326209 7.02646966865411 6.50658949208014 7.23913215419389 6.89923348046515 6.86146955946897
"166" 5.95730014479939 6.56485319514363 6.43271238848647 6.41749183326725 6.58772437608207 7.34639597130569
"167" 6.53742151575714 6.75342209038618 6.7672729636739 5.84159324268459 6.53594783979513 6.31315780068223
