"optimal" "dWSurv_opt" "Huang_opt" "fixed00" "fixed01" "fixed10" "fixed11"
"1" 7.10241405208083 7.17456548891188 6.88724919220869 6.84670791975047 6.86859073621319 6.71200330869673 7.19562379891867
"2" 7.11751268061237 7.06436968352072 7.24125474372119 7.42563719264692 6.95027834973877 7.14589924447109 7.32257297548316
"3" 7.79244804525957 7.90789841606796 7.03312908074418 7.65949057747507 6.94646138849671 7.16684710237938 7.1130946750712
"4" 6.25171071365956 6.27225888805836 6.3222872947904 7.01119670257257 6.19416120908059 6.88082635186602 6.57690179803456
"5" 7.39951308411065 7.40450567041392 6.7755864777093 7.28870387890532 7.49722906594341 7.23036147068014 7.34621985717128
"6" 7.13406596436722 6.94389894656499 6.9865676105839 6.68234097123218 7.16767644624771 7.25861726052183 7.13896206934356
"7" 7.61852370851179 7.20066970718513 7.59037942428584 6.99100290299887 7.03136319861687 7.73423967120459 7.48944431202465
"8" 6.67268154452652 6.64962971283366 6.64809931519918 6.70363646709542 6.28091859389982 6.85946917876796 6.8621021714196
"9" 6.32925675259028 6.14329695755191 6.00782047827058 6.53316949036756 6.49659848323263 6.53892464941979 6.60571818311305
"10" 6.91114661930151 6.39630198963229 6.8283599760332 6.84162915672636 6.92784648809976 6.67329083646458 6.67390724476063
"11" 6.78665057019473 7.74934906462968 7.29354455996958 6.80938535322659 7.11813475443394 7.70200468646321 7.1333241850335
"12" 7.16397840063781 6.60048072831748 6.94766772532144 6.77732218214298 6.89916455781334 6.9152893750199 6.70881956397399
"13" 6.4936996146872 6.99866855276094 6.35382970392614 6.2318110709338 6.83456901881151 7.40980882045825 6.20135723708813
"14" 7.16120333046996 7.01433463057021 7.57438621628857 6.92984897244222 6.80305897028176 7.24378820701851 7.23666576556021
"15" 7.25515960541064 7.18347375359042 7.44614179066106 6.87134798710125 7.6780647467236 7.68993935419814 7.49848460226452
"16" 6.16936036699067 6.71286851317033 7.30224869212603 6.56634589167535 6.77344402147982 6.59065059340347 6.64696568505699
"17" 7.55181074111991 7.24064177174569 7.19163795205846 7.38813102082581 6.91958698090381 7.57093666801483 7.8647823138258
"18" 6.80180853605617 7.3294940868463 7.82343104228317 7.50477266463039 6.89746269390728 7.62730947682524 7.84446119905748
"19" 7.09236263641999 6.76801015303352 7.01454104070124 7.26348109959581 6.99311444855396 7.28179108832087 7.55251720355672
"20" 7.39680048541974 7.27236361608694 7.22789432223632 7.35184592146927 6.97891130307034 7.40945874853319 7.43968287407611
"21" 7.65790263648469 7.48170181351442 7.63981097149708 7.35928651341438 6.74986826219014 7.42498478998385 7.06932402274632
"22" 7.12302427244521 6.34194590491353 6.85693060843093 6.62043620614812 6.43026125483195 6.59384848297079 6.29437414356455
"23" 7.09583743241846 7.30155293853562 7.33326298910988 7.15895158384317 7.09505518340667 6.74743221130864 6.71245125927314
"24" 7.04415196760073 7.27042989040994 7.31064708990114 6.85022297914639 7.02949787318208 7.23134756186581 7.48673384238146
"25" 7.09998775877085 7.1819617552342 7.05580374580857 7.32656972780937 6.6194597461834 7.0896463373513 7.57301213765226
"26" 6.24811998793374 6.45026281208121 6.93803943890419 6.81190374972054 6.93962236106474 6.23001230938328 6.7424977146657
"27" 6.7007774009501 7.44887845656982 7.25927306149091 6.86503775726289 6.93125371361674 6.79670069893154 7.16516365292628
"28" 7.1022122151736 7.68367157294934 7.30742019692854 7.11893063100299 7.08385761574602 7.45134161304663 7.5283136191774
"29" 6.77784318743911 6.44343280242361 6.26198748827293 6.62087406523852 5.66339303768563 5.69759171754919 6.45032927220506
"30" 7.53572114850251 7.30874409642626 6.69186662005633 7.0528623436405 6.7615024417258 7.44227625754191 7.00237753855337
"31" 6.93149313219018 6.92334546515753 6.38361693786632 6.82563875691255 6.35579070724964 6.76241963372339 6.45133770673582
"32" 7.58728611785533 6.80517930213223 7.31892566732045 6.97194125733821 6.80064426268092 7.19714446801548 7.35929841909589
"33" 6.57432609463672 6.97611707537596 6.67440968647168 6.71422207724126 6.5801691798476 6.63975940765099 6.51452210056217
"34" 7.53498128176086 7.30829720931506 7.25253487699852 7.20757964247622 7.33721145292843 6.90452717200376 6.89875636168465
"35" 6.92729056329456 7.3212257340769 6.7661652328561 7.01641495952701 6.93912887568662 7.09730509629719 7.14114008416831
"36" 6.91563542206074 8.02233035634056 7.23571292504879 7.48798438128773 7.4663849335302 7.68013409941227 7.57653170335566
"37" 6.77802696721185 7.05058049932326 6.38331876080412 6.20901672798673 6.71346309303785 6.88726255196369 6.96095011163864
"38" 7.36578655917716 7.10483788880306 7.56076311931683 7.32572583144478 7.08173195239657 7.39020263444828 7.03292390909264
"39" 6.41909813027568 6.1153584661523 6.64842354420819 6.47927680892828 5.8507238909623 6.40791137266167 6.64354585687882
"40" 6.55135513064215 6.69083296633819 6.98603774203161 6.9186684603185 6.5678831117624 6.91186881249916 6.96627224418154
"41" 7.04812339859032 7.51487970188526 7.53997340454299 7.30322194730272 6.59862914606937 6.35969816122675 6.80447324701293
"42" 6.99665997362487 7.20575142586819 6.64938791062778 7.13866227750616 7.19781525789119 7.24880652614016 7.48383881552604
"43" 7.09763543121322 6.2469449721911 7.08783648909317 6.60071012404233 6.39328036511291 7.14762123536051 6.99049064993075
"44" 7.22774165325276 7.11442326064731 7.15776292769429 6.98953862703009 6.1582950456024 7.13891982690308 7.26368295480566
"45" 7.69869952232455 7.42043830493314 6.89417171974169 6.89727341918102 6.8456831199396 7.17017528204628 7.03682821987211
"46" 7.29372072203299 7.47281607424431 7.02203994596809 7.56845011539854 6.86597506698867 7.44883788814246 7.98994375496121
"47" 6.52979959821405 6.72072066512282 7.33621788989681 6.98443663090301 6.76509373002256 6.63292483194988 6.89633452482324
"48" 7.56310007628646 6.91761825898704 7.26375477586747 7.50796341575437 7.25432150420856 7.29876369596946 7.11072235511162
"49" 6.80245995733065 7.46759605749471 7.39034060351831 6.95710107669219 7.2104252149054 7.26506140084698 6.50645081951572
"50" 7.61768697066366 7.36088041197477 7.58188546055455 7.56011041924217 7.08781090381541 7.05857243248116 7.56845362027626
"51" 6.82614848394993 6.83727332975965 7.46400047862665 6.9907068813966 6.61889780569688 6.60676095331662 7.32500446005189
"52" 6.6820797662461 6.75779196237572 7.27921148496196 7.12032854533494 7.55146125794397 6.95394917303552 7.1898319474224
"53" 6.84119056089851 7.1960225958998 6.5591609889269 6.94949902005917 6.80782188775899 7.61400822240444 7.0407827772273
"54" 6.71868511812393 6.04699191521461 5.73377167231453 6.20543105841162 7.17215202968102 6.59290982606608 6.50315178107557
"55" 6.5196197660179 6.1519523573334 6.6837104936705 7.34720737426405 7.12927634656733 7.13325877941538 7.03474696406707
"56" 7.90328391782593 7.1515414782128 7.7053876661335 6.68747472094409 7.23698498521914 7.69424541208726 7.335904551032
"57" 7.13587088869883 6.8155880876727 7.48729821051525 7.77719834427999 7.20135648296643 7.19649003206162 7.30244963504648
"58" 7.37496627547027 7.62958771710136 7.27343361072564 6.96948095672755 7.15018005460171 7.59257655430458 7.32174660005216
"59" 6.64522980789428 6.8530689696976 7.65383443810482 6.66660059223822 7.2328711148931 7.58252975778876 7.01302178977806
"60" 7.04128048948833 6.84856248463782 6.95449147875606 6.72354784175001 6.30289101852921 6.40582936482014 6.81256881966471
"61" 7.36237103945743 7.32372922590467 7.02899078022279 6.77225284910046 6.71674551490264 7.38307188057165 7.59612764903906
"62" 6.76594590168463 6.73900285112992 6.4579389950263 6.31587450598055 6.58383779337478 6.63253857127871 6.99738847610575
"63" 6.49179737781873 6.57378817535554 6.74945173216313 6.779637584493 6.2582920829718 7.30040270679155 6.42778522138
"64" 6.74532175416101 6.69658763717008 6.84802759797589 6.71385661838646 6.83244046619667 6.39701615948249 7.31198330678296
"65" 6.71161006540585 7.29937855491618 7.29849433008775 7.20557753945722 7.21873773691886 7.43399090384825 7.55594359649342
"66" 7.24716099854464 6.78268530464474 6.79237673576791 7.01396966762151 6.56389615632317 6.9326593658935 6.25978448762759
"67" 7.15258518331312 7.69407806589546 6.98760045479945 6.79229133251087 7.27796427127152 6.99468968751577 6.88336657840326
"68" 7.3861651852609 7.09704278038473 7.17839397443319 7.62012546830115 7.47857852532851 7.2488636837869 7.42830289113957
"69" 7.49654165954704 7.47534270097455 7.24400909788516 6.68658607372975 6.97248012317184 7.31929595279929 6.74865432261824
"70" 7.27773846051133 6.84629700394326 7.20919250575694 6.86128615230622 7.22821623083589 7.69979239758683 7.68249644502587
