"optimal" "dWSurv_opt" "Huang_opt" "fixed00" "fixed01" "fixed10" "fixed11"
"1" 6.53268292692356 6.84200587355469 6.80580653540953 6.83294258680201 6.35354739789118 6.03714212741114 6.57930725317049
"2" 5.85670199938762 6.10767111727216 6.43255446014301 6.3364091034963 6.54588135726623 6.12964507601258 6.52084991433671
"3" 7.29134368360484 7.53074387300456 7.14751289956049 6.96919221513914 7.1689723820316 8.26525056729183 7.15079845313962
"4" 7.49430991602248 7.58210440087151 7.49238270041922 6.81697671734491 7.0314829367623 7.52829332046814 7.23613748601833
"5" 6.4730044180893 6.904711740126 6.91169928944574 6.1186321740572 7.10689869692938 6.35800565319158 6.48374821182015
"6" 7.11030223794412 6.73203249392005 7.19623695327912 6.58922945032818 7.01117071299724 6.39621118200239 6.92173235294015
"7" 6.89481030667082 6.88057758322022 6.90669915882872 6.63305449463021 6.47565880811392 6.69275704312692 6.70075652102967
"8" 6.6840270083555 6.29146784983046 7.04260300923046 6.99530485043875 6.73192889166644 6.94896389824467 7.02962597204288
"9" 6.35201036294455 6.89213285431871 7.53144909769674 6.63741949909752 6.14642282762935 6.94067642373103 6.94893246604694
"10" 7.17785905714114 7.48132107436507 6.64970987867652 6.98626811812914 6.84627697002148 6.73637800103831 6.94575903917146
"11" 6.24385361283841 6.83527011894802 6.84269816249115 5.97126134478092 5.93235330747391 6.93920586691146 6.55882666534254
"12" 6.76331844427512 6.34418153482552 6.68493981966142 6.99848446634393 6.41816762515041 6.98830384636484 6.90760116329126
"13" 6.6050512392163 7.01194787708138 7.11133044501221 6.90067565843174 7.06295114280609 7.59240618002125 7.46042496679103
"14" 7.27807063232216 7.29573112999141 6.80758419820405 7.17378590082475 7.51093023624004 7.3402818905333 7.18114122657496
"15" 7.53823636895255 6.60312921435099 7.38184524881297 6.56666989524071 6.76585132024896 6.91684200066638 7.23432754586566
"16" 6.65824135410947 7.19160738771721 7.07068387507111 6.69783701376549 6.47452356091375 6.94742478566719 6.77841419923284
"17" 6.87449188198825 7.63223448490855 7.50906874867464 7.13322439806639 7.49507322505971 7.50129134513663 7.14329559686855
"18" 7.02109435870038 7.6110092538529 6.91915378827735 6.89323257778799 6.99551265965871 6.75331144464178 6.19968415447465
"19" 7.66419174766053 7.49909473660291 6.993139539319 6.48743690888583 6.34202897687193 7.11240534990556 7.07575198639191
"20" 7.05281792131687 7.20356298301686 6.99457783749291 7.29419060222489 7.63057430026528 6.58454724693187 6.93770314263205
"21" 7.28692705467533 7.11216569791369 7.50621231332532 7.09919043826987 7.43364638937421 7.20545019575961 7.85606660901422
"22" 7.06921493549595 7.76834146353731 6.86595364578678 6.9771562294815 7.21803187348429 7.23909698350794 7.52145388660613
"23" 7.19857591267368 7.05398890198534 7.16582994220186 6.61504766087601 6.85538753923056 6.59327645043728 7.37430597790192
"24" 6.86423806871131 7.1706970114616 6.45050982907637 6.99715813327122 6.60846309348383 6.63372341633404 6.59394179493613
"25" 7.21509362646888 6.47721040890285 7.518504938057 7.07010002894331 6.88959601599925 6.26005348487145 7.29378329985406
"26" 6.64054830749004 6.49860967992285 7.38294517692387 6.5366360219236 7.24374261933133 6.72871967018284 7.02820630602411
"27" 7.50259584560962 7.07446675433335 7.21719814408144 7.54377853910403 7.49503015845666 7.41235626643465 7.26998855864675
"28" 7.20252915920693 6.63159722169707 6.98716655895978 6.96467233523741 7.78261638071719 6.82370436824642 7.26094353025119
"29" 7.26379933222548 6.68589368152197 7.16997337960332 6.75403696564014 7.10412447982926 7.28901300617971 7.30461258803646
"30" 6.95628828667387 7.16290696719651 7.14807918818438 6.25891346027257 6.82848377843976 7.01351568626205 6.69700496656673
"31" 6.4613282137153 6.71180192482305 6.84336711076866 7.17999246692152 6.60521109344162 6.83760166817911 7.07051601592356
"32" 6.91201892901237 7.03274344585137 7.36537606512075 7.49353743515285 7.28836068480161 6.97363405613738 7.30346697987484
"33" 7.52644031564826 7.41081742205196 7.40427125375788 7.28255422637854 6.78579578296347 6.97239286845698 7.43294853903919
"34" 7.33520370559336 7.27219635672208 7.32910060257006 6.47627151159998 7.09582019849794 7.03642157869557 7.7259443476648
"35" 7.67367554352181 7.45473980517619 7.56456806452318 7.2099462804214 7.19252113781001 7.69096829772505 7.38174617206552
"36" 7.33173878679698 7.11983169942229 6.98193741808243 7.25770771011426 6.96325843884894 7.30243038640866 6.92771827125941
"37" 7.05848646509405 7.48009109326666 6.69881690492255 6.94574132524297 7.11544708248545 7.52558568163145 7.41831639456589
"38" 6.83193782805327 7.40520171864903 6.88116728330042 6.25594663099964 6.9351806936491 6.55474477439007 6.3219138601337
"39" 7.11888760060182 7.0662858525598 7.3839188613672 6.98315938568672 7.21789384651307 7.44937153898152 7.03290350383822
"40" 6.82671790817505 6.77741193709616 6.74347038685289 6.43933769447775 6.42589863096641 6.67711256022117 6.42613960066465
"41" 7.08938170367104 6.89344732844914 6.86903906340511 6.95368443863154 6.75158143630643 6.64607531466312 6.15291568917349
"42" 6.3405617355925 6.42786881129428 6.20657939257629 5.98474287464933 6.27207153980357 6.74689804517049 6.77295888287278
