"optimal" "dWSurv_opt" "Huang_opt" "fixed00" "fixed01" "fixed10" "fixed11"
"1" 7.28193800893935 6.36312351413885 7.16216461159208 7.47398306079594 7.09561259578168 6.88004080221528 7.40854387287079
"2" 6.87919542451478 6.72948740218615 6.41974173544435 7.00519396643847 6.71086158958835 6.90107454901491 6.30923451931685
"3" 6.85468671899008 7.68830011469301 7.53438646928228 6.75582749310998 8.10961389981952 7.47042722926056 7.39549177914234
"4" 7.42901413547066 7.35868097814402 7.22806067414942 7.55519146714728 6.69142437482507 6.97695418374602 6.94365495047432
"5" 7.53180427275527 7.18530399434204 7.27664223184238 6.68535304646019 6.94718672508683 7.17200304645086 7.47082677057011
"6" 6.3110386098152 6.661431811816 7.11737518769985 6.4361624043964 6.61881989266254 6.86126796914342 6.79624409071942
"7" 6.79309388092019 6.96129532360138 7.50420195500918 6.85449065776993 7.29152856434509 7.47344833526397 7.18319895603044
"8" 7.29975375965043 7.63579273143764 7.75350102923778 6.69265026752755 7.66070007650819 6.57137559830121 7.55826439870726
"9" 6.7095011203449 6.69434435227054 6.98506472892947 6.85567933891159 6.82700304125691 7.71649885511973 7.16169023523485
"10" 7.07893589757354 6.89033521408088 6.97674395578254 7.12926030242734 7.15209978454604 7.13822983258396 7.1585853643977
"11" 6.51743263239123 6.13419471599259 6.78592808154017 7.06126550911716 7.1211262249168 7.17330659157509 7.27550166674017
"12" 7.31245662666734 6.9907658965621 7.05318377464005 7.04050890262733 6.79142088661927 6.74794058855483 7.23917901239538
"13" 6.49308607094231 6.46878294506254 7.01813972504478 6.23388782865525 6.64116009028641 6.22383454830048 7.45704276139827
"14" 6.49393843722832 6.44701733978996 6.74817811706945 6.27212827313976 6.57039258862212 6.70146237577074 6.39750485405035
"15" 6.66928134428353 7.68238277984901 7.43797925432549 6.9011575647097 6.74771741410147 6.9629801484023 6.98740295513566
"16" 7.05943722839176 6.78289614409958 7.19672908906833 7.43938644711528 6.77541754884056 6.8596420350556 7.43307348300163
"17" 7.10236484478799 7.48250878097968 6.91753376914683 7.14492347358063 6.97368696674442 7.53443784103627 7.58175453792327
"18" 7.42603384540829 7.18331039401541 7.66425111808055 6.45985234384561 6.95636355695687 7.63624818190274 6.86183942322635
"19" 6.92310772842761 6.65900210409085 6.94239850275311 6.41738191138619 6.47287845580565 6.98259427894222 6.79288775505956
"20" 7.19528637606227 7.87001299105738 7.5428393348768 7.3928990948869 7.10983757616416 6.93266112867579 7.66182037328324
"21" 7.27554591934372 7.49183553736497 7.34772244361839 7.34990346294878 7.3292028233939 7.04157888388105 7.42075759098917
"22" 7.77245826494958 7.02950959603559 7.57836597225132 7.29410579051688 7.39798171537888 7.48886106896112 7.5253640791798
"23" 6.26300037664065 6.19024574487181 6.71057502627442 7.04408121725212 6.31571948829236 6.56807108800311 6.70418763654439
"24" 6.79564651831158 6.98794826360656 6.82344980922155 6.93069333456416 6.91999270441682 6.62506867092231 6.51327386856817
"25" 7.31416310584314 7.00909685469571 7.31309193093478 7.26987973338422 6.96583505489766 6.94977222531316 6.97513727023014
"26" 7.36662432800167 7.21268743065229 6.68920555348984 6.50154016452134 7.40553562002923 7.49886235399359 7.19792137231589
"27" 7.14207950380278 7.3165826983028 6.87247767250751 6.78615791394047 7.09592776346231 6.43728361182234 6.95990611350789
"28" 7.07022453650803 7.07867253740515 7.26057254922662 6.97527199707093 6.41698801417508 6.69579307054776 7.00590791445004
"29" 7.32555638991327 7.63364449270667 6.78510016316855 7.06435902961001 6.95061984951645 7.29176538616932 7.35695236361405
"30" 6.4082843932446 6.67826869612379 6.74535962845038 6.02759391421364 5.76313401618475 6.92274874303771 6.84344176341696
"31" 7.42662538332165 7.26057163982752 7.69519348741335 6.62910774952781 6.9603722588005 7.56336235866065 7.61763522495154
"32" 6.53430632302135 6.89902909488251 6.73900497780517 6.59461005804458 6.70289683797122 6.86954379408944 6.32849164426357
"33" 6.63625609050562 7.4024730915108 7.15806673417024 6.89706469780456 6.93564476590052 7.30113532879792 7.29385148019429
"34" 7.00909669171245 7.38728859986934 6.44816408685337 7.41036548210354 6.71949619279498 7.36202336967826 6.82046507023177
"35" 6.97318507190501 6.83367958118728 6.49338974730205 6.8776348160169 6.56031180265484 6.85012217640036 6.79683642094211
"36" 6.75463034403884 7.18504510934838 6.50647153406726 6.85168665758407 6.93270107027811 7.44808106258305 7.17244505146733
"37" 7.34830920264462 7.84407961709038 7.17077753774827 7.14774170007453 7.03436830677739 7.25066241895941 7.56427798653384
"38" 6.98121691686969 7.23827621486206 7.21207714830783 7.292069772068 7.30239317364847 7.23605435607646 7.88673833719787
"39" 6.77414735175115 6.60351656588249 6.69444866049073 7.59109353333905 7.42430040442295 7.29255565861921 6.63195951200979
"40" 7.08181608432989 7.06709557083422 6.76670866966829 6.75402861881961 6.94960886969853 6.62158216650276 7.3828844325496
"41" 7.50231843379346 7.04959751450224 7.29860926341197 7.40196236003236 6.83277787380572 6.76637563427208 7.0689606479533
"42" 6.74186147485003 6.72382423047003 6.35803589031488 5.98748356606834 6.93565170438035 6.76889118732704 7.02134674264902
"43" 6.66239912767725 7.09472794154376 7.46228937142736 6.92399339989995 7.27282818713871 6.64472055122923 6.57842787854393
"44" 6.44128078039628 6.56926207255228 6.40589706023705 6.19565997238143 6.49801010029752 6.27799176457737 6.4460283302451
"45" 7.5022240779146 7.12181454249423 6.88163242616045 7.14612448397884 7.15485448809401 7.63654211677051 7.41263780802926
"46" 7.30847900991266 6.69496472270212 6.78722074500896 7.09537818488845 7.2086180207807 6.86589119941899 6.93623759616474
"47" 6.86146558309639 7.1674390968852 7.00609121100863 6.97634769441835 6.93787111127305 7.12524215816367 7.27261095715999
"48" 7.47677955447747 7.09195969266071 7.47322308755605 7.81776928342547 7.14116420492187 6.93824439483726 7.18078689756944
"49" 6.50903630062523 6.87344120491133 6.55409221820058 6.51836434175125 6.69726408872968 6.53130964186815 7.26283945997454
"50" 7.80684188426418 7.35085580699563 7.14024591655772 7.12332422813197 6.89737151359834 7.75968343504814 7.26752492602983
"51" 7.20004979526665 7.19832084080859 7.12490114624003 7.35768293459373 7.08972090331971 7.26257336948477 7.76135214608847
"52" 6.37218110923605 6.46803588685566 7.00415630961312 6.47786464042598 6.11158764239618 6.9282298217146 6.73666087079914
"53" 7.17349410203362 6.78252923377446 6.88272910164052 6.8398940192878 6.7255495877657 7.00435005642148 7.28328171971152
"54" 7.96158569326435 6.56587294100981 7.288921829128 6.87942251400395 7.27834423321253 7.64540078450913 7.46054864544707
"55" 6.70494156850297 7.01511329984385 7.32028353015393 7.09913097268577 7.01805186336003 7.23982308479707 7.48983903309237
"56" 7.55466167086832 7.54254069511482 7.31813412686618 7.14450474085252 7.5935311057721 7.53548905228014 7.07688200033461
"57" 7.25130186489776 7.41628403130567 6.82230141284951 7.17854987032525 6.83950451833237 6.96273178441441 7.48679306210429
"58" 6.86227908992726 6.87143022274808 6.22076791272207 6.24134857259148 6.35169902763831 6.17068472868706 6.50565497497898
