"V1" "V2" "V3"
"1" 1 0.933823529411765 0.933823529411765
"2" 1 0.994974874371859 0.994974874371859
"3" 1 0.957393483709273 0.957393483709273
"4" 1 0.928934010152284 0.928934010152284
"5" 1 0.929471032745592 0.929471032745592
"6" 1 0.971938775510204 0.971938775510204
"7" 1 0.992443324937028 0.992443324937028
"8" 1 0.905797101449275 0.905797101449275
"9" 1 0.987468671679198 0.987468671679198
"10" 1 0.960199004975124 0.960199004975124
"11" 1 0.987775061124694 0.987775061124694
"12" 0.972 0.997422680412371 0.966494845360825
"13" 0.88 0.877604166666667 0.7578125
"14" 1 0.94949494949495 0.94949494949495
"15" 0.716 0.99738219895288 0.704188481675393
"16" 1 0.864321608040201 0.864321608040201
"17" 1 0.927400468384075 0.927400468384075
"18" 1 1 1
"19" 1 0.979899497487437 0.979899497487437
"20" 1 0.933497536945813 0.933497536945813
"21" 1 0.962779156327543 0.962779156327543
"22" 0.962 0.947368421052632 0.909774436090226
"23" 1 0.933333333333333 0.933333333333333
"24" 0.928 0.840909090909091 0.79040404040404
"25" 1 0.987468671679198 0.987468671679198
"26" 1 0.846547314578005 0.846547314578005
"27" 1 0.97037037037037 0.97037037037037
"28" 0.912 0.924812030075188 0.839598997493734
"29" 1 0.990267639902676 0.990267639902676
"30" 1 0.928571428571429 0.928571428571429
"31" NA NA NA
"32" 1 0.923664122137405 0.923664122137405
"33" 0.914 0.899749373433584 0.817042606516291
"34" 1 0.966265060240964 0.966265060240964
"35" 1 0.914357682619647 0.914357682619647
"36" 1 0.943444730077121 0.943444730077121
"37" 1 0.874015748031496 0.874015748031496
"38" 1 0.897058823529412 0.897058823529412
"39" 1 0.867007672634271 0.867007672634271
"40" 1 0.940594059405941 0.940594059405941
"41" 1 0.871287128712871 0.871287128712871
"42" 1 0.982456140350877 0.982456140350877
"43" 1 0.987714987714988 0.987714987714988
"44" 1 0.987562189054726 0.987562189054726
"45" 1 0.857843137254902 0.857843137254902
"46" 0.834 0.896373056994819 0.77720207253886
"47" 0.894 0.98469387755102 0.887755102040816
"48" 1 0.872395833333333 0.872395833333333
"49" 1 1 1
"50" 1 0.98780487804878 0.98780487804878
"51" 1 0.979591836734694 0.979591836734694
"52" 1 0.946564885496183 0.946564885496183
"53" 1 0.866666666666667 0.866666666666667
"54" 0.986 0.96401028277635 0.948586118251928
"55" 1 0.977722772277228 0.977722772277228
"56" 0.968 0.917274939172749 0.883211678832117
"57" 1 0.935483870967742 0.935483870967742
"58" 0.924 1 0.94
"59" 0.824 0.944020356234097 0.776081424936387
"60" 0.934 0.889724310776942 0.834586466165414
