"V1" "V2" "V3"
"1" 1 0.979434126885205 0.979434126885205
"2" 1 0.993271028037383 0.993271028037383
"3" NA NA NA
"4" 1 0.995373843460865 0.995373843460865
"5" 1 0.998993837253176 0.998993837253176
"6" 1 0.990403788634098 0.990403788634098
"7" 1 0.996378621378621 0.996378621378621
"8" 1 0.987836990595611 0.987836990595611
"9" 1 0.962228635964362 0.962228635964362
"10" 1 0.980350702648924 0.980350702648924
"11" 1 0.983958570165467 0.983958570165467
"12" 1 0.991204925241865 0.991204925241865
"13" 1 0.992351097178683 0.992351097178683
"14" 1 0.987142678816627 0.987142678816627
"15" 1 0.988141793869055 0.988141793869055
"16" 1 0.987600200400802 0.987600200400802
"17" 1 0.999124343257443 0.999124343257443
"18" 1 0.997157335310839 0.997157335310839
"19" 1 0.997133599202393 0.997133599202393
"20" 1 0.994204359329722 0.994204359329722
"21" 1 0.997254461500062 0.997254461500062
"22" 1 0.986973947895792 0.986973947895792
"23" 1 0.991957778336265 0.991957778336265
"24" 1 0.994755244755245 0.994755244755245
"25" 1 0.997744926083688 0.997744926083688
"26" 1 0.997887936389614 0.997887936389614
"27" 1 0.999255675474507 0.999255675474507
"28" NA NA NA
"29" 1 0.993189697870233 0.993189697870233
"30" 1 0.980232703615664 0.980232703615664
"31" 1 0.989116992332426 0.989116992332426
"32" 1 0.994152774321971 0.994152774321971
"33" 1 0.992465151324878 0.992465151324878
"34" NA NA NA
"35" 1 0.999623965906242 0.999623965906242
"36" 1 0.990107688454796 0.990107688454796
"37" 1 0.99837925445705 0.99837925445705
"38" 1 0.998509872097355 0.998509872097355
"39" 1 0.988350244269072 0.988350244269072
"40" 1 0.980487198608004 0.980487198608004
"41" 1 0.985737520330289 0.985737520330289
"42" 1 0.992138757174944 0.992138757174944
"43" 1 0.985314250155569 0.985314250155569
"44" 1 0.994889055098479 0.994889055098479
"45" 1 0.987651241112636 0.987651241112636
"46" 1 0.980379905023744 0.980379905023744
