"V1" "V2" "V3"
"1" 1 0.986419137802143 0.986419137802143
"2" 1 0.998016364988842 0.998016364988842
"3" 1 0.994496560350219 0.994496560350219
"4" 1 0.990134865134865 0.990134865134865
"5" NA NA NA
"6" 1 0.993473895582329 0.993473895582329
"7" 1 0.991034740381024 0.991034740381024
"8" 1 0.988922457200403 0.988922457200403
"9" 1 0.99646017699115 0.99646017699115
"10" 1 0.992579549742171 0.992579549742171
"11" 1 0.981221241139162 0.981221241139162
"12" 1 0.975049900199601 0.975049900199601
"13" 1 0.986388611388611 0.986388611388611
"14" 1 0.987384044526902 0.987384044526902
"15" 1 0.98259454044578 0.98259454044578
"16" 1 0.988448639920507 0.988448639920507
"17" NA NA NA
"18" 1 0.988357536304457 0.988357536304457
"19" 1 0.992849077907414 0.992849077907414
"20" 1 0.994713656387665 0.994713656387665
"21" 1 0.988800398208064 0.988800398208064
"22" 1 0.997497184332374 0.997497184332374
"23" 1 0.99297629499561 0.99297629499561
"24" 1 0.971021796648608 0.971021796648608
"25" 1 0.962552873849216 0.962552873849216
"26" 1 0.983690879437963 0.983690879437963
"27" 1 0.993824873409905 0.993824873409905
"28" 1 0.995636454307443 0.995636454307443
"29" 1 0.991849529780564 0.991849529780564
"30" 1 0.982256653754842 0.982256653754842
"31" 1 0.999501619735858 0.999501619735858
"32" 1 0.99714498510427 0.99714498510427
"33" 1 0.976668339187155 0.976668339187155
"34" 1 0.989974937343358 0.989974937343358
"35" 1 0.996520874751491 0.996520874751491
"36" 1 0.976316452506929 0.976316452506929
"37" 1 0.976083145504633 0.976083145504633
"38" 1 0.988814317673378 0.988814317673378
"39" 1 0.998611461752083 0.998611461752083
"40" 1 0.988195403742308 0.988195403742308
"41" 1 0.996651785714286 0.996651785714286
"42" 1 0.997118516662491 0.997118516662491
"43" 1 0.981883608388137 0.981883608388137
"44" 1 0.995981414039935 0.995981414039935
"45" 1 0.987703889585947 0.987703889585947
"46" 1 0.975081392436764 0.975081392436764
"47" 1 0.992854456562618 0.992854456562618
"48" 1 0.98620343659852 0.98620343659852
"49" 1 0.997880034917072 0.997880034917072
"50" NA NA NA
"51" 1 0.990153309235947 0.990153309235947
"52" 1 0.982493435038139 0.982493435038139
"53" 1 0.993053801465016 0.993053801465016
"54" 1 1 1
"55" 1 0.994107321965898 0.994107321965898
"56" 1 0.991092711077657 0.991092711077657
"57" 1 0.990404984423676 0.990404984423676
