"V1" "V2"
"1" 0.391672680397977 -0.339001376868122
"2" 0.453129751526692 -0.449410069848831
"3" 0.394634824258049 -0.308911623576895
"4" 0.420999720326298 -0.36534797234593
"5" 0.399159092784599 -0.357616988785228
"6" 0.431277144384241 -0.389947949559449
"7" 0.388741079597762 -0.290629916931666
"8" 0.380606555401559 -0.303689377041756
"9" 0.407016442728232 -0.33058120394548
"10" 0.407539666968983 -0.353812286924741
"11" 0.405347547373651 -0.381134374968278
"12" 0.430849714013993 -0.343648032157162
"13" 0.42026876255132 -0.333183419070696
"14" NA NA
"15" 0.507080874819914 -0.481218193984292
"16" 0.426321160324116 -0.408252333709221
"17" 0.399069217906037 -0.321445041098045
"18" 0.396447398797868 -0.353146716290695
"19" 0.460484662927295 -0.424980277137701
"20" 0.365956423645285 -0.288784662405342
"21" 0.438593047014661 -0.4243267774388
"22" 0.446032391653818 -0.418263409164492
"23" 0.482636197975675 -0.450289464832481
"24" 0.452395552726504 -0.434630336702064
"25" 0.420233766285358 -0.364090759641356
"26" 0.434945183686045 -0.394146833874687
"27" 0.421183112929414 -0.362109220589167
"28" 0.420957254993122 -0.38640742437805
"29" 0.460406130510602 -0.417165772482404
"30" 0.415985140596758 -0.349813139566783
"31" 0.409360284155976 -0.350825130116318
"32" 0.419405430918428 -0.37773829578299
"33" 0.445928624037047 -0.435353384722837
"34" 0.399736382351903 -0.35731491643435
"35" 0.439769649749121 -0.413698269444258
"36" 0.401836051055034 -0.339370993317602
"37" 0.419222456682162 -0.374216514833176
"38" 0.424374251020755 -0.381481788757283
"39" 0.414801704197222 -0.375660211611864
"40" 0.445298389042417 -0.389527199649859
"41" 0.376396297235758 -0.36707451758858
"42" 0.44993573088812 -0.416445584143862
"43" 0.486503379451428 -0.475016169670487
"44" 0.459292112086169 -0.410623690566708
"45" 0.467318059296094 -0.460043230559996
"46" 0.418389134605878 -0.364840309500047
"47" 0.388953105825882 -0.305940233294581
"48" NA NA
"49" 0.462825327514089 -0.43889162597135
"50" 0.409232332847516 -0.326855314020181
"51" 0.434544494364964 -0.372961753929514
"52" 0.416483071613074 -0.365676580352636
"53" 0.439420775973402 -0.389706602628197
"54" 0.415755945240534 -0.366612114611049
"55" 0.418379231913447 -0.349875360994235
"56" 0.431145714320795 -0.39681826544688
"57" 0.38154775369986 -0.328001829786679
"58" 0.401785126059233 -0.375335265000766
"59" 0.476360472173233 -0.475705558659588
"60" 0.420559092164291 -0.347438803208337
"61" 0.441060207297731 -0.403871022490178
"62" 0.414441587681454 -0.351334020078029
"63" 0.434046013138689 -0.384900965209448
"64" 0.415837616179528 -0.377048681806934
"65" 0.427619566151925 -0.432936010146435
"66" 0.460320452855675 -0.421102372412679
"67" 0.41053772406425 -0.349824252691933
"68" 0.447255142711861 -0.394186843538959
"69" 0.449725367906592 -0.401046665749704
"70" 0.435962551738524 -0.398334186206612
"71" 0.45250763747185 -0.439469419102266
"72" 0.472446504094861 -0.447209789423934
"73" 0.482458908503236 -0.468028664094052
"74" 0.463719658319034 -0.439951993779224
"75" 0.408954591285783 -0.350743228836481
"76" 0.358969130534762 -0.302586470511726
"77" NA NA
"78" 0.430648052432037 -0.392293377638144
"79" 0.453016137391535 -0.416073506428399
"80" 0.417123701134179 -0.375728999446996
"81" 0.427257768863268 -0.414540571471854
"82" 0.363184962442542 -0.266035005308467
"83" 0.343042192856359 -0.278235530468984
"84" 0.443962019284015 -0.414490824312127
"85" 0.423562831340762 -0.397972552865297
"86" 0.425729022479962 -0.374517631016749
"87" 0.408045434951619 -0.35358958831429
"88" 0.423132654972336 -0.355040292694109
"89" 0.451025206477777 -0.386566603068305
"90" 0.417970927800453 -0.361455173911088
"91" NA NA
"92" 0.477555368344019 -0.468481179814625
"93" 0.443722770579664 -0.450844571941242
"94" 0.418143148636657 -0.370362516172885
"95" 0.427039557155968 -0.410110136254294
"96" 0.437865203271632 -0.388874146782212
"97" 0.411332469455996 -0.360506411533709
